Instante	APCP	CAPE	CONVfrac	DLWRF	DSWRF	PEVAP	PRES	SPFH	TMP	UGRD	VGRD
487	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
488	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
489	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
490	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
491	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
492	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
493	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
494	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
495	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
496	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
497	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
498	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
499	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
500	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
501	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
502	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
503	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
504	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
505	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
506	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
507	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
508	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
509	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
510	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
511	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
512	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
513	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
514	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
515	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
516	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
517	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
518	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
519	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
520	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
521	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
522	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
523	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
524	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
525	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
526	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
527	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
528	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
529	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
530	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
531	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
532	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
533	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
534	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
535	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
536	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
537	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
538	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
539	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
540	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
541	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
542	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
543	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
544	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
545	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
546	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
547	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
548	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
549	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
550	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
551	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
552	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
553	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
554	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
555	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
556	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
557	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
558	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
559	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
560	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
561	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
562	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
563	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
564	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
565	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
566	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
567	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
568	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
569	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
570	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
571	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
572	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
573	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
574	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
575	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
576	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
577	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
578	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
579	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
580	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
581	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
582	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
583	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
584	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
585	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
586	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
587	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
588	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
589	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
590	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
591	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
592	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
593	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
594	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
595	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
596	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
597	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
598	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
599	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
600	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
601	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
602	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
603	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
604	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
605	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
606	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
607	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
608	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
609	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
610	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
611	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
612	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
613	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
614	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
615	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
616	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
617	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
618	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
619	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
620	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
621	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
622	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
623	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
624	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
625	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
626	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
627	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
628	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
629	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
630	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
631	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
632	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
633	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
634	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
635	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
636	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
637	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
638	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
639	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
640	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
641	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
642	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
643	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
644	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
645	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
646	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
647	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
648	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
649	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147746	0.148507	0.148548	0.148007	0.148535
650	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147746	0.148507	0.148548	0.148007	0.148535
651	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147746	0.148507	0.148548	0.148007	0.148535
652	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147746	0.148507	0.148548	0.148007	0.148535
653	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147746	0.148507	0.148548	0.148007	0.148535
654	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147745	0.148507	0.148548	0.148007	0.148535
655	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147745	0.148507	0.148548	0.148007	0.148535
656	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147745	0.148507	0.148548	0.148007	0.148535
657	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147745	0.148507	0.148548	0.148007	0.148535
658	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147745	0.148507	0.148548	0.148007	0.148535
659	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147744	0.148507	0.148548	0.148007	0.148535
660	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147744	0.148507	0.148548	0.148007	0.148535
661	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147744	0.148507	0.148548	0.148007	0.148535
662	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147744	0.148507	0.148548	0.148007	0.148535
663	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147744	0.148507	0.148548	0.148007	0.148535
664	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147743	0.148507	0.148548	0.148007	0.148535
665	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147743	0.148507	0.148548	0.148007	0.148535
666	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147743	0.148507	0.148548	0.148007	0.148535
667	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147743	0.148507	0.148548	0.148007	0.148535
668	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147743	0.148507	0.148548	0.148007	0.148535
669	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147743	0.148507	0.148548	0.148007	0.148535
670	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147743	0.148507	0.148548	0.148007	0.148535
671	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147743	0.148507	0.148548	0.148007	0.148535
672	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147743	0.148507	0.148548	0.148007	0.148535
673	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147743	0.148507	0.148548	0.148007	0.148535
674	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147743	0.148507	0.148548	0.148007	0.148535
675	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147743	0.148507	0.148548	0.148007	0.148535
676	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147743	0.148507	0.148548	0.148007	0.148535
677	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147743	0.148507	0.148548	0.148007	0.148535
678	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147743	0.148507	0.148548	0.148007	0.148535
679	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147743	0.148507	0.148548	0.148007	0.148535
680	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147743	0.148507	0.148548	0.148007	0.148535
681	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147743	0.148507	0.148548	0.148007	0.148535
682	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147743	0.148507	0.148548	0.148007	0.148535
683	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147743	0.148507	0.148548	0.148007	0.148535
684	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147743	0.148507	0.148548	0.148007	0.148535
685	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147743	0.148507	0.148548	0.148007	0.148535
686	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147743	0.148507	0.148548	0.148007	0.148535
687	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147743	0.148507	0.148548	0.148007	0.148535
688	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147743	0.148507	0.148548	0.148007	0.148535
689	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147743	0.148507	0.148548	0.148007	0.148535
690	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147743	0.148507	0.148548	0.148007	0.148535
691	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147743	0.148507	0.148548	0.148007	0.148535
692	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147744	0.148507	0.148548	0.148007	0.148535
693	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147744	0.148507	0.148548	0.148007	0.148535
694	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147744	0.148507	0.148548	0.148007	0.148535
695	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147744	0.148507	0.148548	0.148007	0.148535
696	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147744	0.148507	0.148548	0.148007	0.148535
697	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147745	0.148507	0.148548	0.148007	0.148535
698	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147745	0.148507	0.148548	0.148007	0.148535
699	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147745	0.148507	0.148548	0.148007	0.148535
700	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147745	0.148507	0.148548	0.148007	0.148535
701	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147745	0.148507	0.148548	0.148007	0.148535
702	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147745	0.148507	0.148548	0.148007	0.148535
703	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147746	0.148507	0.148548	0.148007	0.148535
704	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147746	0.148507	0.148548	0.148007	0.148535
705	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147746	0.148507	0.148548	0.148007	0.148535
706	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147746	0.148507	0.148548	0.148007	0.148535
707	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147746	0.148507	0.148548	0.148007	0.148535
708	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147746	0.148507	0.148548	0.148007	0.148535
709	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147746	0.148507	0.148548	0.148007	0.148535
710	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147746	0.148507	0.148548	0.148007	0.148535
711	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
712	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
713	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
714	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
715	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
716	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
717	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
718	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
719	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
720	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
721	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
722	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
723	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
724	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
725	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
726	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
727	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
728	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
729	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
730	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
