Instante	APCP	CAPE	CONVfrac	DLWRF	DSWRF	PEVAP	PRES	SPFH	TMP	UGRD	VGRD
1374	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1375	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1376	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1377	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1378	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1379	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1380	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1381	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1382	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1383	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1384	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1385	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1386	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1387	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1388	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1389	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1390	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1391	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1392	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1393	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1394	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1395	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1396	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1397	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1398	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1399	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1400	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1401	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1402	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1403	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147751	0.148507	0.148548	0.148007	0.148535
1404	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147751	0.148507	0.148548	0.148007	0.148535
1405	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147751	0.148507	0.148548	0.148007	0.148535
1406	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147751	0.148507	0.148548	0.148007	0.148535
1407	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1408	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1409	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1410	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1411	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147751	0.148507	0.148548	0.148007	0.148535
1412	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147751	0.148507	0.148548	0.148007	0.148535
1413	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147751	0.148507	0.148548	0.148007	0.148535
1414	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147751	0.148507	0.148548	0.148007	0.148535
1415	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147751	0.148507	0.148548	0.148007	0.148535
1416	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147751	0.148507	0.148548	0.148007	0.148535
1417	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147751	0.148507	0.148548	0.148007	0.148535
1418	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147751	0.148507	0.148548	0.148007	0.148535
1419	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147751	0.148507	0.148548	0.148007	0.148535
1420	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147751	0.148507	0.148548	0.148007	0.148535
1421	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147751	0.148507	0.148548	0.148007	0.148535
1422	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147751	0.148507	0.148548	0.148007	0.148535
1423	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1424	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1425	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1426	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1427	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1428	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1429	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1430	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1431	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1432	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1433	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1434	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1435	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1436	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1437	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1438	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1439	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1440	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1441	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1442	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1443	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1444	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1445	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1446	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1447	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1448	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1449	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1450	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1451	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1452	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1453	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1454	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1455	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1456	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1457	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1458	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1459	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1460	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1461	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1462	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1463	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1464	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1465	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1466	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1467	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1468	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1469	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1470	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1471	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1472	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1473	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1474	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1475	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1476	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1477	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1478	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1479	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147746	0.148507	0.148548	0.148007	0.148535
1480	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147746	0.148507	0.148548	0.148007	0.148535
1481	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.147746	0.148507	0.148548	0.148007	0.148535
1482	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.147746	0.148507	0.148548	0.148007	0.148535
1483	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1484	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1485	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1486	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1487	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1488	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1489	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1490	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1491	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1492	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1493	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147746	0.148507	0.148548	0.148007	0.148535
1494	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147746	0.148507	0.148548	0.148007	0.148535
1495	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147746	0.148507	0.148548	0.148007	0.148535
1496	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1497	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1498	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1499	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1500	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1501	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1502	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1503	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1504	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1505	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1506	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1507	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1508	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1509	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1510	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1511	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1512	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1513	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1514	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1515	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1516	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1517	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1518	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1519	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1520	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1521	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1522	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1523	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1524	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1525	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1526	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1527	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1528	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1529	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1530	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1531	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.147747	0.148507	0.148548	0.148007	0.148535
1532	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1533	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1534	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1535	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1536	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1537	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1538	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1539	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1540	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1541	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1542	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1543	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1544	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1545	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1546	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1547	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1548	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1549	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1550	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1551	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1552	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1553	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1554	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1555	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1556	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1557	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1558	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1559	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1560	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1561	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1562	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1563	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1564	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1565	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1566	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1567	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1568	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1569	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1570	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1571	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1572	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1573	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1574	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1575	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1576	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1577	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1578	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1579	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1580	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.147748	0.148507	0.148548	0.148007	0.148535
1581	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1582	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1583	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1584	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1585	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1586	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1587	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1588	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1589	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1590	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1591	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1592	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1593	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1594	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1595	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1596	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1597	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1598	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1599	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1600	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1601	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.147749	0.148507	0.148548	0.148007	0.148535
1602	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1603	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1604	0.148443	0.148285	0.147966	0.148297	0.147528	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1605	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1606	0.148443	0.148285	0.147966	0.148297	0.147529	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1607	0.148443	0.148285	0.147966	0.148297	0.14753	0.148551	0.14775	0.148507	0.148548	0.148007	0.148535
1608	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147751	0.148507	0.148548	0.148007	0.148535
1609	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147751	0.148507	0.148548	0.148007	0.148535
1610	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147751	0.148507	0.148548	0.148007	0.148535
1611	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147751	0.148507	0.148548	0.148007	0.148535
1612	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147751	0.148507	0.148548	0.148007	0.148535
1613	0.148443	0.148285	0.147966	0.148297	0.147531	0.148551	0.147751	0.148507	0.148548	0.148007	0.148535
