Instante	APCP	CAPE	CONV	DLWRF	DSWRF	PEVAP	PRES	SPFH	TMP	UGRD	VGRD
240	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147041	0.147851	0.148147	0.148343	0.147638
241	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147041	0.147851	0.148147	0.148343	0.147638
242	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14704	0.147851	0.148147	0.148343	0.147638
243	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14704	0.147851	0.148147	0.148343	0.147638
244	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14704	0.147851	0.148147	0.148343	0.147638
245	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14704	0.147851	0.148147	0.148343	0.147638
246	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14704	0.147851	0.148147	0.148343	0.147638
247	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14704	0.147851	0.148147	0.148343	0.147638
248	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14704	0.147851	0.148147	0.148343	0.147638
249	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
250	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
251	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
252	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
253	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
254	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
255	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
256	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
257	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
258	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
259	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
260	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
261	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
262	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
263	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
264	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
265	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
266	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
267	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
268	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
269	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
270	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
271	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
272	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
273	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
274	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
275	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
276	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
277	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
278	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
279	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
280	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
281	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
282	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
283	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
284	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
285	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
286	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
287	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147034	0.147851	0.148147	0.148343	0.147638
288	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147034	0.147851	0.148147	0.148343	0.147638
289	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147034	0.147851	0.148147	0.148343	0.147638
290	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147033	0.147851	0.148147	0.148343	0.147638
291	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147033	0.147851	0.148147	0.148343	0.147638
292	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147033	0.147851	0.148147	0.148343	0.147638
293	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147033	0.147851	0.148147	0.148343	0.147638
294	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147033	0.147851	0.148147	0.148343	0.147638
295	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147033	0.147851	0.148147	0.148343	0.147638
296	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147033	0.147851	0.148147	0.148343	0.147638
297	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147033	0.147851	0.148147	0.148343	0.147638
298	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147032	0.147851	0.148147	0.148343	0.147638
299	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147032	0.147851	0.148147	0.148343	0.147638
300	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147032	0.147851	0.148147	0.148343	0.147638
301	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147031	0.147851	0.148147	0.148343	0.147638
302	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147031	0.147851	0.148147	0.148343	0.147638
303	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147031	0.147851	0.148147	0.148343	0.147638
304	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147031	0.147851	0.148147	0.148343	0.147638
305	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147031	0.147851	0.148147	0.148343	0.147638
306	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
307	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
308	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147031	0.147851	0.148147	0.148343	0.147638
309	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147031	0.147851	0.148147	0.148343	0.147638
310	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147031	0.147851	0.148147	0.148343	0.147638
311	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
312	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
313	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
314	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
315	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
316	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
317	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
318	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
319	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
320	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
321	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
322	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
323	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
324	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
325	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
326	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
327	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
328	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
329	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
330	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
331	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
332	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
333	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
334	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
335	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
336	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
337	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
338	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
339	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
340	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
341	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
342	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
343	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
344	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
345	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
346	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
347	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
348	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
349	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147029	0.147851	0.148147	0.148343	0.147638
350	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147029	0.147851	0.148147	0.148343	0.147638
351	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147029	0.147851	0.148147	0.148343	0.147638
352	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147029	0.147851	0.148147	0.148343	0.147638
353	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147029	0.147851	0.148147	0.148343	0.147638
354	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147029	0.147851	0.148147	0.148343	0.147638
355	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147029	0.147851	0.148147	0.148343	0.147638
356	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
357	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
358	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
359	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
360	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
361	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
362	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
363	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147029	0.147851	0.148147	0.148343	0.147638
364	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147029	0.147851	0.148147	0.148343	0.147638
365	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147029	0.147851	0.148147	0.148343	0.147638
366	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147029	0.147851	0.148147	0.148343	0.147638
367	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147029	0.147851	0.148147	0.148343	0.147638
368	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
369	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
370	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
371	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
372	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
373	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147029	0.147851	0.148147	0.148343	0.147638
374	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147029	0.147851	0.148147	0.148343	0.147638
375	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147029	0.147851	0.148147	0.148343	0.147638
376	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147029	0.147851	0.148147	0.148343	0.147638
377	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
378	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
379	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
380	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.14703	0.147851	0.148147	0.148343	0.147638
381	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147031	0.147851	0.148147	0.148343	0.147638
382	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147031	0.147851	0.148147	0.148343	0.147638
383	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147031	0.147851	0.148147	0.148343	0.147638
384	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147031	0.147851	0.148147	0.148343	0.147638
385	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147031	0.147851	0.148147	0.148343	0.147638
386	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147031	0.147851	0.148147	0.148343	0.147638
387	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147031	0.147851	0.148147	0.148343	0.147638
388	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147032	0.147851	0.148147	0.148343	0.147638
389	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147032	0.147851	0.148147	0.148343	0.147638
390	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147032	0.147851	0.148147	0.148343	0.147638
391	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147032	0.147851	0.148147	0.148343	0.147638
392	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147032	0.147851	0.148147	0.148343	0.147638
393	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147033	0.147851	0.148147	0.148343	0.147638
394	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147033	0.147851	0.148147	0.148343	0.147638
395	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147033	0.147851	0.148147	0.148343	0.147638
396	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147033	0.147851	0.148147	0.148343	0.147638
397	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147033	0.147851	0.148147	0.148343	0.147638
398	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147033	0.147851	0.148147	0.148343	0.147638
399	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147033	0.147851	0.148147	0.148343	0.147638
400	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147033	0.147851	0.148147	0.148343	0.147638
401	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147033	0.147851	0.148147	0.148343	0.147638
402	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147033	0.147851	0.148147	0.148343	0.147638
403	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147034	0.147851	0.148147	0.148343	0.147638
404	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147034	0.147851	0.148147	0.148343	0.147638
405	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147034	0.147851	0.148147	0.148343	0.147638
406	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
407	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
408	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
409	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147035	0.147851	0.148147	0.148343	0.147638
410	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
411	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
412	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
413	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147036	0.147851	0.148147	0.148343	0.147638
414	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
415	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
416	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
417	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
418	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
419	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147037	0.147851	0.148147	0.148343	0.147638
420	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
421	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
422	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
423	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
424	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
425	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
426	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
427	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147038	0.147851	0.148147	0.148343	0.147638
428	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
429	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
430	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
431	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
432	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14704	0.147851	0.148147	0.148343	0.147638
433	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14704	0.147851	0.148147	0.148343	0.147638
434	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14704	0.147851	0.148147	0.148343	0.147638
435	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14704	0.147851	0.148147	0.148343	0.147638
436	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14704	0.147851	0.148147	0.148343	0.147638
437	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14704	0.147851	0.148147	0.148343	0.147638
438	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147041	0.147851	0.148147	0.148343	0.147638
439	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147041	0.147851	0.148147	0.148343	0.147638
440	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147041	0.147851	0.148147	0.148343	0.147638
441	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147041	0.147851	0.148147	0.148343	0.147638
442	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147041	0.147851	0.148147	0.148343	0.147638
443	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147041	0.147851	0.148147	0.148343	0.147638
444	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147041	0.147851	0.148147	0.148343	0.147638
445	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147041	0.147851	0.148147	0.148343	0.147638
446	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147041	0.147851	0.148147	0.148343	0.147638
447	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147041	0.147851	0.148147	0.148343	0.147638
448	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147042	0.147851	0.148147	0.148343	0.147638
449	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147042	0.147851	0.148147	0.148343	0.147638
450	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147042	0.147851	0.148147	0.148343	0.147638
451	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147042	0.147851	0.148147	0.148343	0.147638
452	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147042	0.147851	0.148147	0.148343	0.147638
453	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147043	0.147851	0.148147	0.148343	0.147638
454	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147043	0.147851	0.148147	0.148343	0.147638
455	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147043	0.147851	0.148147	0.148343	0.147638
456	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147043	0.147851	0.148147	0.148343	0.147638
457	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147043	0.147851	0.148147	0.148343	0.147638
458	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147042	0.147851	0.148147	0.148343	0.147638
459	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147042	0.147851	0.148147	0.148343	0.147638
460	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147042	0.147851	0.148147	0.148343	0.147638
461	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147042	0.147851	0.148147	0.148343	0.147638
462	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147042	0.147851	0.148147	0.148343	0.147638
463	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147042	0.147851	0.148147	0.148343	0.147638
464	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147042	0.147851	0.148147	0.148343	0.147638
465	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147042	0.147851	0.148147	0.148343	0.147638
466	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147042	0.147851	0.148147	0.148343	0.147638
467	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147042	0.147851	0.148147	0.148343	0.147638
468	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147042	0.147851	0.148147	0.148343	0.147638
469	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147042	0.147851	0.148147	0.148343	0.147638
470	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147041	0.147851	0.148147	0.148343	0.147638
471	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147041	0.147851	0.148147	0.148343	0.147638
472	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147041	0.147851	0.148147	0.148343	0.147638
473	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147041	0.147851	0.148147	0.148343	0.147638
474	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147041	0.147851	0.148147	0.148343	0.147638
475	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147041	0.147851	0.148147	0.148343	0.147638
476	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147041	0.147851	0.148147	0.148343	0.147638
477	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.14704	0.147851	0.148147	0.148343	0.147638
478	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.14704	0.147851	0.148147	0.148343	0.147638
479	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14704	0.147851	0.148147	0.148343	0.147638
480	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14704	0.147851	0.148147	0.148343	0.147638
481	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14704	0.147851	0.148147	0.148343	0.147638
482	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14704	0.147851	0.148147	0.148343	0.147638
483	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
