id	cant
5901	2237
5902	2234
5903	2451
5904	2773
5905	2773
5906	2074
5907	2778
5908	2778
5909	2778
5910	2778
5911	2778
5912	2778
5913	2778
5914	2778
5915	2778
5916	2778
5917	2778
5918	2778
5919	2778
5920	2777
5921	2778
5922	2778
5923	2772
5924	2778
5925	2778
5926	2778
5927	2778
5928	2778
5929	2778
5930	2778
5931	2750
5932	2775
5933	2778
5934	2778
5935	2778
5936	2778
5937	2778
5938	2762
5939	2759
5940	2778
5941	2777
5942	2778
5943	2775
5944	2777
5945	2776
5947	2778
5948	2771
5949	2758
5950	2773
5951	2774
5952	2778
5953	2778
5955	2778
5956	2778
5957	2777
5958	2778
5959	2778
5960	2778
5961	2777
5962	2778
5963	2731
5964	2768
5965	2767
5966	2757
5967	2778
5968	2778
5969	2778
5970	2775
5971	2770
5972	2778
5973	2769
5974	2769
5975	2774
5976	2778
5977	2778
5978	2778
5979	2778
5980	2778
5981	2778
5982	2778
5983	2778
5984	2777
5985	2778
5986	2775
5987	2778
5988	2778
5989	2770
5990	2753
5991	2754
5993	1
5994	2778
5995	2776
5996	2774
5997	2751
5998	2778
5999	2771
6000	2770
6001	2610
6003	2763
6004	2776
6005	2747
6006	255
6009	2778
6010	2778
6011	2778
6012	2773
6013	2778
6014	2765
6015	2772
6016	2774
6017	2774
6018	2778
6019	2778
6020	2778
6021	2757
6022	2773
6023	2768
6024	2759
6025	2757
6026	2773
6027	2739
6028	2740
6029	2778
6030	2768
6031	2778
6032	2778
6033	2778
6034	2778
6035	2763
6036	2776
6037	2778
6038	2774
6039	2771
6040	2778
6041	2778
6042	2778
6043	2778
6044	2778
6045	2778
6048	2758
6050	1
6052	2729
6053	2778
6054	2770
6055	2777
6056	2775
6057	2767
6059	2762
6061	2777
6062	2773
6063	2778
6064	2771
6065	2763
6066	2764
6067	2778
6068	2777
6069	2777
6070	2777
6071	2778
6072	2778
6073	2722
6074	2776
6075	2778
6076	2736
6077	2752
6078	2752
6079	2778
6080	2772
6081	2765
6082	2744
6083	2778
6084	2778
6085	2775
6086	2750
6087	2771
6088	2768
6089	2773
6090	2777
6091	2778
6092	2762
6093	2744
6094	2743
6095	2724
6096	2778
6097	2778
6098	2778
6099	2778
6100	2773
6101	2713
6102	2772
6103	2775
6104	2716
6105	2778
6106	2687
6107	2556
6109	2773
6110	2551
6111	2773
6112	2717
6113	2778
6114	2755
6115	2772
6116	2778
6117	2776
6118	2778
6119	2778
6120	2778
6121	14
6122	2778
6123	2740
6124	2778
6125	2777
6126	2771
6127	2739
6128	2760
6129	2778
6130	2778
6131	2778
6132	2778
6133	2778
6134	2778
6135	2778
6136	2778
6137	2776
6138	2777
6139	2778
6140	2778
6141	2778
6142	2778
6143	2778
6144	2778
6146	2778
6147	2762
6148	2773
6149	2778
6150	2768
6151	2778
6152	2778
6153	2778
6154	2750
6155	2778
6156	2778
6157	2775
6158	2778
6159	2778
6160	2775
6161	2778
6162	2775
6163	2777
6164	2778
6165	2778
6166	2772
6167	2776
6168	2773
6169	2776
6170	2777
6171	2778
6172	2778
6173	2778
6174	2778
6175	2774
6176	2608
6177	2686
6178	2771
6179	2717
6180	2762
6182	2451
6183	2603
6184	2627
6185	2772
6186	2739
6187	2581
6189	2693
6190	2726
6192	2778
6194	2778
6195	2768
6196	2776
6197	2774
6198	2777
6199	2694
6200	2778
6201	2778
6202	2778
6203	2778
6204	2778
6205	2774
6206	2778
6207	2778
6208	2778
6209	2776
6210	2778
6211	2777
6212	2771
6213	2775
6214	2778
6215	2778
6216	2776
6217	2775
6218	2778
6219	2750
6220	2778
6221	2765
6222	2778
6223	2776
6224	2775
6225	2744
6226	2776
6227	2771
6228	2766
6229	2774
6230	2776
6231	2769
6232	2778
6233	2778
6234	2778
6235	2778
6236	2778
6237	2778
6238	2778
6239	2778
6240	2778
6241	2744
6242	2778
6243	2778
6244	2735
6245	2774
6246	2778
6248	2739
6249	2768
6250	2773
6252	2777
6253	2778
6254	2777
6255	2777
6256	2778
6257	2773
6258	2778
6259	2778
6260	2777
6261	2778
6262	2772
6263	2775
6264	2772
6265	2778
6266	2769
6267	2778
6268	2778
6269	2778
6270	2778
6271	2771
6272	2778
6273	2637
6274	2777
6275	2741
6276	2738
6277	2757
6278	2734
6279	2776
6280	2654
6281	2563
6282	2236
6283	2778
6284	2603
6286	2778
6287	2778
6288	2778
6289	2762
6290	2778
6291	2777
6292	2775
6293	2778
6294	2740
6295	2741
6296	2767
6297	2778
6298	2778
6299	2778
6300	2769
6301	2775
6302	2774
6303	2777
6304	2777
6305	2778
6306	2778
6307	2778
6308	2774
6309	2778
6310	2778
6311	2775
6312	2761
6313	2769
6314	2758
6315	2778
6316	2778
6317	2778
6318	2778
6319	2777
6320	2778
6321	2778
6322	2777
6323	2763
6324	2777
6325	2558
6327	2763
6329	2778
6330	2778
6331	2778
6332	2773
6333	2777
6334	2773
6335	2778
6336	2776
6337	2778
6338	2777
6339	2778
6340	2778
6341	2492
6342	2778
6345	2778
6347	2567
6348	2778
6349	2774
6350	2756
6351	2776
6352	2689
6353	2778
6355	2778
6356	2066
6357	2778
6358	2778
6359	2778
6360	2778
6361	2778
6362	2761
6363	2777
6364	2777
6365	2767
6366	2777
6367	2778
6368	2778
6369	2774
6370	2764
6371	2778
6372	2775
6373	2778
6374	2778
6375	2778
6376	2778
6377	2768
6378	2778
6379	2778
6381	2778
6382	2775
6383	2767
6384	2776
6385	2778
6386	2778
6387	2778
6388	2777
6389	2776
6390	2775
6391	2769
6392	2777
6393	2777
6394	2778
6395	2778
6396	2778
6397	2778
6398	2777
6399	2778
6400	2778
6401	2720
6402	2752
6403	2768
6404	2776
6405	2766
6406	2777
6407	2777
6408	2776
6409	2758
6410	2777
6411	2778
6413	2778
6414	2774
6415	2704
6416	2778
6417	2777
6418	2778
6419	2730
6420	2778
6421	2778
6422	2776
6423	2778
6424	2778
6425	2778
6426	2778
6427	2774
6428	2776
6429	2778
6430	2778
6431	2778
6432	2774
6433	2778
6434	2777
6435	2778
6436	2778
6437	2778
6438	2765
6439	2778
6440	2778
6441	2776
6442	2778
6443	2778
6444	2778
6445	2778
6446	2778
6447	2778
6448	2776
6449	2778
6450	2776
6451	2775
6452	2778
6453	2778
6454	2769
6455	2770
6456	2778
6457	2778
6458	2778
6459	2777
6460	2777
6461	2777
6462	2778
6463	2773
6464	2777
6465	2719
6466	2778
6467	2739
6468	2768
6469	2759
6470	2777
6471	2756
6472	2778
6473	2778
6474	2754
6475	2754
6476	2774
6477	2692
6478	2764
6479	2660
6480	2737
6481	2760
6482	2773
6483	2778
6484	2777
6485	2778
6486	2778
6487	2769
6488	2767
6489	2772
6490	2773
6491	2670
6492	2377
6493	2440
6494	2770
6495	2778
6496	2778
6497	2778
6498	2777
6499	2778
6500	2767
6501	2768
6502	2773
6503	2777
6505	2778
6506	2770
6508	2778
6509	2775
6510	2778
6511	2778
6512	2778
6513	2773
6514	2777
6515	2752
6516	2760
6517	2
6518	2665
6519	2769
6520	2734
6521	2778
6522	2421
6523	2752
6524	2744
6525	2778
6526	2777
6527	2773
6528	2778
6529	2777
6530	2778
6531	2778
6532	2776
6533	2778
6534	2778
6535	2778
6536	2778
6537	2740
6538	2659
6539	2505
6540	2778
6545	2739
6546	295
6547	1711
6548	2778
6549	2778
6550	2778
6551	2778
6552	2778
6553	2768
6554	2777
6555	2775
6556	2763
6557	2778
6558	2778
6559	2773
6560	1130
6561	2773
6562	2772
6563	2765
6564	2771
6565	2750
6566	2735
6567	2761
6568	2768
6569	2760
6570	2766
6571	2768
6572	2755
6573	2599
6574	2773
6575	2738
6578	2727
6579	2696
6580	2747
6582	2457
6583	2493
6584	1746
6585	2644
6586	2190
6587	2289
6588	2579
6589	2428
6590	2689
6591	2538
6592	2767
6593	2767
6594	2770
6595	2757
6596	2634
6597	2736
6598	2523
6599	873
6600	2766
6601	2758
6602	2750
6603	2762
6604	2758
6605	2708
6606	2747
6607	2764
6608	2709
6609	2759
6610	2756
6611	2759
6612	2766
6613	2752
6614	2767
6615	2767
6616	2767
6617	2767
6618	2762
6619	2741
6620	2767
6621	2767
6622	2767
6623	2762
6624	2763
6625	2661
6626	2298
6627	2729
6628	2373
6629	2513
6631	2172
6632	31
6633	1952
6634	2763
6635	2712
6636	2563
6637	1955
6638	2504
6639	2547
6640	2778
6641	2710
6642	2779
6643	2779
6644	2739
6645	2773
6646	1691
6647	2266
6648	2775
6649	2745
6650	2753
6651	2774
6652	2779
6653	2779
6654	2747
6655	2778
6656	2779
6657	2779
6658	2779
6659	2779
6660	2779
6661	2779
6663	2575
6664	2444
6665	2249
6666	2778
6667	2779
6668	2779
6669	2779
6670	2779
6671	2779
6672	2778
6673	2779
6674	2769
6676	2577
6677	2767
6678	2779
6679	2745
6680	2656
6681	2779
6682	2751
6683	2643
6684	2777
6685	2779
6686	2776
6687	2778
6688	2643
6689	2594
6690	2533
6691	2746
6692	2778
6693	2774
6694	2777
6695	2719
6696	2412
6697	2777
6698	2779
6699	2779
6700	2779
6702	2779
6703	2695
6704	2
6705	2
6706	2775
6707	2779
6711	2768
6712	2779
6713	2779
6714	2770
6715	2723
6716	2745
6717	2641
6718	2325
6719	2778
6720	2680
6721	2597
6722	2778
6723	2724
6724	1867
6725	2720
6726	2740
6727	2143
6728	2178
6729	2674
6730	2727
6731	2779
6732	2569
6733	2120
6734	2680
6735	2778
6736	2776
6737	2718
6738	2777
6739	2779
6740	2779
6741	2779
6742	2779
6743	2747
6744	2604
6745	2778
6746	2736
6747	769
6748	2778
6749	2764
6750	2779
6751	2617
6753	2779
6754	2779
6755	2778
6756	2779
6757	2764
6758	2764
6759	2759
6760	2772
6761	2779
6762	2779
6763	2779
6764	2779
6765	2779
6766	2778
6767	1994
6768	2169
6769	2779
6770	2779
6771	2779
6772	2779
6773	2448
6774	2779
6775	2779
6777	2779
6778	2764
6779	2779
6780	2779
6781	2779
6782	2779
6783	2776
6784	2779
6785	2779
6786	2725
6787	102
6788	102
6789	2779
6790	2695
6791	2779
6792	2779
6793	2779
6794	2769
6795	2779
6796	2779
6797	2779
6798	2779
6799	2779
6800	2779
6801	2779
6802	2779
6803	1382
6804	2779
6805	2778
6806	2779
6807	2779
6808	2779
6809	102
6810	102
6811	1874
6813	2779
6815	2779
6816	2779
6817	2777
6819	2779
6820	2748
6822	2779
6823	2767
6824	2770
6825	2772
6826	2648
6827	2779
6828	2746
6830	2771
6832	2769
6833	2779
6835	2779
6836	2779
6837	2779
6838	2779
6839	2779
6840	2779
6841	2778
6842	2779
6843	101
6844	2779
6845	2779
6846	2779
6847	202
6848	2779
6849	2779
6850	2779
6851	2779
6853	2779
6854	2779
6855	2779
6856	2779
6857	2779
6858	2779
6862	2779
6864	2779
6866	2779
6867	2779
6868	2779
6869	2779
6870	2779
6871	2779
6872	2779
6873	2779
6874	2779
6875	2779
6876	2779
6877	2779
6878	2779
6879	2779
6880	2779
6881	2779
6882	2779
6883	2779
6884	2779
6886	2779
6887	2779
6888	2779
6889	2779
6890	2779
6891	2779
6892	2779
6893	2779
6894	2779
6895	310
6896	2779
6897	2779
6898	2779
6899	2779
6900	2779
6901	2779
6903	2779
6904	2779
6905	2779
6906	2779
6907	2779
6912	2410
6914	2549
6920	2767
6921	2767
6922	2778
6923	2778
6924	2776
6925	2775
6927	2776
6928	2778
6929	2776
6930	2777
6932	2779
6933	2779
6934	2779
6935	2775
6936	2779
6937	2779
6938	2779
6939	2779
6940	2778
6941	2779
6942	2777
6943	2779
6944	2779
6945	2778
6946	2777
6947	2778
6948	2745
6949	2779
6950	2779
6951	2779
6952	2779
6953	2075
6954	2744
6955	2738
6956	2769
6959	2642
6960	2611
6961	2631
6962	2736
6963	21
6964	2695
6965	2699
6966	2690
6967	2778
6970	2440
6979	2727
6980	2775
6981	2771
6983	2632
6998	2604
7001	2771
7002	2771
7003	2778
7004	2778
7005	2716
7006	2168
7008	2771
7012	2779
7013	2779
7014	2779
7015	2779
7017	2778
7018	2778
7019	2739
7020	2778
7021	2778
7023	2778
7024	2526
7027	2776
7029	2732
7037	2778
7038	2773
7041	2729
7053	2683
7054	2721
7055	2707
7057	2778
7058	2724
7059	2563
7060	2623
7061	2681
7066	2717
7067	2736
7069	2728
7071	2769
7073	2727
7074	2778
7076	2778
7077	2420
7078	2720
7080	1761
7082	2399
7083	2626
7085	2758
7086	2703
7087	2710
7088	2778
7089	2749
7092	2778
7093	2778
7094	2778
7097	2628
7099	2678
7100	2768
7101	2738
7102	2645
7107	2773
7108	2758
7109	2773
7110	2066
7111	2778
7112	2778
7113	2735
7114	2710
7115	2778
7116	2755
7117	2779
7119	2779
7120	2779
7121	2779
7122	2779
7123	1097
7124	2779
7125	2779
7126	2779
7127	2779
7128	2779
7129	2779
7130	2646
7131	2779
7134	2740
7135	2719
7136	2741
7137	2704
7138	2634
7139	2734
7140	2778
7141	2537
7142	2415
7145	2779
9834	2763
9835	2760
9836	2748
9837	2763
9838	2778
9839	2778
9840	2763
9841	2778
9842	2778
9843	2774
9844	2753
9845	2778
9846	2769
9847	2773
9848	2733
9849	2770
9850	2548
9851	2009
9852	2759
9853	2434
9858	2771
9859	2739
9860	2599
9861	2760
9862	2717
9864	2694
9865	2771
9875	2759
9878	1624
9879	2769
9882	2700
9883	2484
9884	2481
9886	2697
9887	2737
9888	2727
9890	2778
9892	2778
9893	2778
9894	2677
9895	2778
9896	137
9897	2543
9898	2414
9899	2447
9900	2519
9901	2760
9903	2702
9904	2586
9905	2538
9906	2682
9907	2611
9908	2705
9909	2710
9910	2423
9911	2568
9912	2574
9913	2395
9914	2705
9915	2715
9916	2729
9917	2600
9918	2729
9919	2709
9920	2668
9925	1470
9926	2520
9928	2542
9929	2433
9930	2702
9931	2515
9932	2717
9933	2713
9934	2647
9935	2694
9936	2773
9939	2008
9940	2768
9941	2764
9942	2757
9943	2773
9944	2773
9956	2777
9957	2778
9958	2778
9959	2778
9960	2392
9961	2594
9962	2702
9963	2535
9964	2606
9965	2637
9967	1357
9968	2740
9969	2778
9970	2451
9971	2444
9972	2611
9973	2644
9974	2461
9975	2613
9976	2687
9977	2778
9978	2753
9979	2737
9980	2734
9981	2501
9985	2770
9986	2773
9987	2723
9988	2773
9989	2773
9990	2772
9991	2755
9992	2682
9993	2777
9995	2728
9996	2749
9997	2713
9998	2767
9999	2712
10000	2348
10011	2674
10012	1637
10013	2777
10014	2769
10015	2739
10016	2122
10017	2768
10018	2738
10022	2778
10023	2778
10025	2773
10027	2763
10028	2756
10029	2724
10030	2759
10031	2777
10032	2628
10033	2677
10034	2775
10036	2759
10037	2720
10038	2488
10039	2493
10040	2354
10041	2735
10042	2650
10045	2575
10047	2533
10048	2778
10049	2625
10050	2716
10051	2765
10052	2704
10053	2771
10054	2773
10055	2536
10056	2768
10057	2778
10058	2753
10059	2577
10060	2246
10061	2614
10062	2657
10063	2775
10064	2778
10065	2344
10066	2778
10067	2576
10069	2386
10076	2776
10078	2767
10079	2752
10080	2778
10081	2778
10082	2778
10083	2775
10084	2773
10085	2778
10086	2471
10088	2643
10090	2310
10091	2315
10092	2769
10093	2766
10094	2767
10097	2644
10098	2777
10099	2767
10100	2778
10101	2775
10102	2738
10103	2778
10104	2751
10106	2687
10107	2257
10108	2509
10109	2744
10110	2778
10111	2778
10112	2777
10113	2778
10114	2747
10115	2778
10116	2777
10117	2778
10118	2777
10119	2776
10120	2777
10121	2778
10122	2754
10123	2772
10124	63
10125	2778
10126	2757
10127	2756
10128	2756
10129	2778
10131	2778
10132	2778
10134	2752
10136	2768
10138	2774
10139	2778
10140	2776
10141	2771
10142	2776
10143	2735
10144	2777
10147	2757
10148	2778
10149	2778
10150	2778
10151	2777
10152	2778
10153	2648
10154	2733
10155	2545
10156	2769
10157	2763
10158	2778
10159	2778
10160	2778
10161	2778
10165	2393
10166	2687
10167	2773
10168	2778
10169	2778
10170	2777
10171	2609
10172	2778
10173	104
10174	1121
10175	2771
10176	2779
10177	2742
10178	2779
10179	2779
10180	2739
10181	2433
10182	2662
10184	2706
10186	2269
10187	2697
10188	2703
10189	2479
10190	2772
10191	1964
10192	2778
10193	2778
10194	2779
10195	2654
10197	2733
10198	2779
10199	2778
10200	2779
10201	2776
10202	13
10203	2779
10204	2779
10205	2779
10207	2779
10208	2779
10210	2779
10211	2778
10212	2685
10213	2334
10214	2612
10215	2772
10216	2579
10217	2771
10218	2730
10219	2734
10220	2686
10221	2648
10223	2771
10224	2773
10225	2765
10226	2752
10227	1212
10228	2772
10229	2752
10230	2770
10231	1507
10232	2750
10233	2388
10234	2369
10235	2767
10236	2760
10237	2767
10238	2776
10239	1327
10240	2561
10241	2777
10243	2753
10244	2778
10245	2706
10246	2351
10247	2771
10248	2777
10249	2772
10250	2769
10251	2769
10253	2773
10254	2770
10256	2164
10257	2738
10258	2778
10259	2778
10260	2776
10261	2771
10262	2591
10264	2779
10265	2779
10266	2779
10267	2779
10268	2779
10269	2
10271	2632
10272	2773
10273	2770
10274	2773
10275	2773
10276	2760
10277	2758
10278	2655
10279	2767
10280	2640
10281	2773
10283	2756
10286	1793
10287	2773
10288	2673
10289	2755
10290	2773
10291	2769
10292	2351
10293	2735
10294	2766
10295	2771
10296	2770
10297	1284
10298	2778
10299	2778
10300	2773
10301	2778
10302	2778
10303	2772
10304	2770
10305	2778
10306	2777
10307	2585
10308	2778
10309	2773
10310	2773
10311	2660
10312	2386
10313	2773
10314	2773
10315	2773
10316	2560
10317	2773
10318	2773
10319	2772
10320	2773
10321	2768
10322	2773
10323	2773
10324	2773
10325	2751
10326	2753
10327	2758
10328	2764
10329	2666
10330	2721
10331	2755
10333	2710
10334	2748
10335	2368
10336	2643
10337	2370
10338	2569
10340	2768
10341	2776
10342	2778
10343	2764
10344	2778
10345	2773
10346	2748
10347	2778
10348	2778
10349	2778
10350	2778
10351	2778
10352	2778
10353	2778
10354	2778
10355	2778
10356	2777
10357	2641
10358	2678
10360	2704
10361	2544
10363	2767
10364	2340
10365	2434
10366	2440
10367	2703
10368	2622
10369	2416
10370	2666
10371	2562
10372	2712
10373	2661
10374	2271
10375	2352
10376	2274
10377	2593
10378	2585
10381	2318
10382	2426
10383	2508
10384	2545
10386	2725
10387	2730
10388	2736
10389	2773
10390	2711
10391	2721
10393	2306
10394	2773
10395	2653
10397	2773
10398	2773
10400	2778
10401	2751
10402	2755
10403	2769
10404	2772
10405	2648
10406	2688
10407	2684
10408	2723
10409	2729
10410	2778
10412	2406
10413	2761
10414	2142
10415	2716
10416	2443
10417	2135
10419	2714
10420	2513
10421	2539
10422	2748
10423	2443
10424	2773
10425	2773
10426	2773
10427	2740
10428	2773
10429	2773
10430	2773
10431	2702
10432	2421
10433	2740
10434	1281
10435	2728
10436	2776
10437	2778
10438	2768
10439	2738
10440	2584
10441	2755
10442	2229
10443	2312
10444	2704
10445	2726
10446	2778
10447	2778
10448	2778
10449	2778
10450	2771
10451	2778
10452	1587
10453	2778
10454	2778
10455	2778
10456	2754
10457	2718
10458	2767
10459	2760
10460	2749
10461	2668
10462	2758
10463	2778
10467	2534
10469	2643
10470	2598
10472	2778
10473	2777
10474	2773
10475	2775
10476	2776
10477	2777
10478	2777
10479	2778
10480	2778
10481	2778
10482	2776
10483	2775
10484	2736
10485	2778
10486	2766
10487	2766
10488	2699
10489	2770
10491	2735
10492	2767
10493	2763
10494	2771
10495	2722
10497	2751
10498	2778
10499	2777
10500	2769
10501	2770
10502	2769
10503	2667
10504	2181
10505	2516
10506	2769
10507	2773
10508	2737
10509	2771
10510	2769
10511	2773
10512	2633
10513	2752
10514	2726
10515	2768
10516	2771
10517	2354
10518	2694
10519	2699
10520	2232
10521	2266
10522	2740
10523	2728
10524	2648
10525	2647
10526	2751
10527	1875
10528	2741
10529	2773
10530	2331
10531	2772
10533	2773
10535	2752
10536	2771
10537	2629
10538	2769
10539	2725
10540	2778
10541	2778
10542	2778
10543	2769
10544	2778
10545	2778
10546	2778
10547	2778
10548	2771
10549	2778
10550	2775
10551	1882
10552	2768
10553	2777
10554	2764
10555	2777
10556	2778
10557	2778
10558	2778
10559	2769
10561	2751
10562	2605
10563	2547
10564	2577
10566	739
10568	2773
10569	2773
10570	2772
10571	2773
10572	2766
10573	2473
10574	2773
10575	2759
10576	1103
10577	2768
10578	2760
10579	41
10580	2762
10581	2746
10582	2755
10583	2666
10584	2678
10585	2694
10586	2681
10587	1178
10588	2581
10589	2648
10590	2657
10591	2233
10592	2728
10593	2705
10594	954
10595	2490
10596	2622
10597	2488
10598	2767
10599	2595
10600	2767
10601	2705
10602	2778
10603	2775
10604	2778
10605	2777
10606	2422
10607	2569
10608	2516
10609	2433
10610	2690
10611	2737
10612	2416
10613	2768
10614	2769
10615	2694
10616	2471
10617	2770
10618	2663
10619	2743
10620	2772
10621	2756
10622	2674
10623	2721
10624	2747
10625	2673
10626	2747
10627	2697
10628	2776
10629	2744
10630	2546
10631	2774
10632	2689
10633	1957
10634	2713
10635	2725
10636	2755
10637	2769
10638	2769
10639	2669
10640	2765
10641	2603
10642	2626
10643	2760
10644	2733
10645	2737
10646	2716
10647	2738
10648	2698
10649	2724
10650	2707
10651	2778
10652	2611
10653	2766
10654	2685
10655	2770
10656	2543
10657	2766
10658	2623
10659	2779
10660	2779
10661	2779
10662	2779
10663	2766
10664	2756
10665	2680
10666	2760
10667	2444
10668	2770
10669	2774
10670	2778
10671	2773
10672	2697
10673	2775
10674	2772
10675	2773
10676	2761
10677	2777
10678	2732
10679	2778
10681	2778
10682	2735
10683	2769
10684	2770
10685	2774
10686	2687
10687	2068
10688	2717
10689	2745
10690	2665
10691	2690
10692	2501
10693	2379
10694	2313
10695	2778
10696	2775
10697	2777
10698	2776
10699	2778
10700	2777
10701	2778
10702	2778
10703	2778
10704	2777
10705	2778
10706	2777
10707	2766
10708	2777
10709	2766
10710	2778
10711	2774
10712	2775
10713	2766
10714	2768
10715	2778
10716	2777
10717	2774
10718	2778
10719	2771
10720	2773
10721	2771
10722	2777
10723	2761
10724	2776
10725	2778
10726	2777
10727	2774
10728	2759
10729	2774
10730	2778
10731	2776
10732	2769
10733	2773
10734	2778
10735	2755
10736	2775
10737	2745
10738	2774
10739	2763
10740	2769
10741	2778
10742	2767
10743	2770
10744	2778
10745	2752
10746	2777
10747	2778
10748	2643
10750	2775
10752	2772
10753	2777
10754	2768
10755	2775
10756	2775
10757	2774
10758	2778
10759	2778
10761	2763
10762	2737
10770	2765
10771	2757
10772	2726
10773	2735
10779	2717
10780	2773
10781	2774
10782	2778
10783	2775
10784	2774
10785	2778
10786	2777
10787	2776
10788	2458
10789	2521
10790	2264
10791	2540
10793	2698
10794	2615
10795	2350
10796	2634
10797	2763
10798	2413
10799	2748
10800	2251
10801	2370
10804	2773
10805	2773
10806	2772
10807	2754
10808	2763
10809	2252
10810	2773
10812	2773
10813	2632
10814	2614
10815	2301
10816	1327
10817	2720
10818	2777
10819	2778
10820	2778
10821	2776
10822	2778
10823	2778
10824	2778
10825	2777
10826	2777
10827	2778
10828	2778
10829	2777
10830	2776
10831	2778
10832	2736
10833	2778
10834	2777
10835	2769
10836	2762
10837	2769
10838	2493
10839	2778
10840	2777
10842	2764
10843	2776
10844	2771
10845	2772
10846	2777
10847	2778
10851	2778
10852	2034
10853	2131
10854	2581
10855	2503
10856	2632
10857	2589
10858	2773
10859	2772
10860	2770
10861	2773
10862	2767
10863	2773
10864	2763
10866	354
10867	2688
10868	1234
10871	2773
10873	2773
10874	2713
10876	2772
10877	2773
10878	2678
10879	2729
10880	2588
10881	2772
10882	2213
10883	2722
10884	2738
10885	2741
10886	2727
10887	2769
10889	2777
10890	2778
10891	2778
10892	2778
10893	2778
10894	2778
10895	2778
10896	2777
10897	2778
10898	2772
10899	2778
10900	2773
10901	2773
10902	2509
10903	2770
10904	2778
10905	2773
10906	2727
10907	2778
10908	2778
10909	2775
10910	2778
10911	2753
10912	2765
10913	2740
10914	2758
10915	2778
10916	2771
10917	2771
10918	2778
10919	2778
10920	2771
10921	2600
10922	2234
10923	1338
10924	2588
10925	2734
10926	2612
10927	2634
10928	2778
10929	2334
10930	2750
10931	2642
10932	2759
10933	2778
10934	2752
10935	2772
10936	2778
10937	2772
10938	2778
10939	2778
10940	2770
10941	2770
10942	2756
10943	2777
10945	2769
10946	2769
10947	2767
10948	2767
10949	2773
10950	2696
10951	2739
10952	2773
10953	2772
10954	2773
10955	2747
10956	2770
10957	2773
10958	2765
10959	2759
10960	2773
10961	2766
10962	2732
10963	2773
10964	2773
10965	2773
10966	2773
10967	2772
10968	2770
10969	2770
10970	1713
10971	2755
10972	2771
10973	2773
10974	2773
10977	2655
10978	2678
10979	2179
10980	2778
10981	2752
10982	2769
10983	2658
10984	2573
10985	2554
10986	2731
10987	2773
10988	2773
10989	2636
10990	2770
10991	2770
10992	2772
10993	2769
10994	2755
10995	2772
10996	2439
10997	2772
10998	2777
10999	2776
11000	2763
11001	2765
11002	2766
11003	2768
11004	2769
11005	2764
11006	2770
11007	1319
11008	2764
11009	2766
11010	2767
11011	2778
11012	2774
11013	2754
11014	2778
11015	2778
11016	2777
11017	2778
11018	2777
11019	2778
11020	2778
11021	2756
11022	2770
11023	2679
11024	2770
11025	2773
11026	2764
11027	2763
11028	2773
11029	2773
11030	2650
11031	2771
11032	2587
11033	2612
11034	2684
11035	2503
11036	2378
11037	2778
11038	2778
11039	2767
11040	2657
11041	1313
11042	2772
11043	2114
11044	2769
11045	2772
11046	2728
11047	2769
11048	2612
11049	2767
11050	2764
11051	2769
11052	2765
11055	2775
11056	2646
11057	2774
11058	2778
11059	2778
11060	2723
11061	2758
11062	2706
11063	2716
11064	2760
11065	2770
11066	2765
11067	2777
11068	2778
11069	2766
11070	2768
11071	2740
11072	2762
11073	2770
11074	2770
11075	2713
11076	2771
11077	2756
11079	2632
11082	2778
11083	2776
11085	2769
11089	2778
11090	2646
11091	2778
11092	2764
11093	2769
11094	2776
11095	2666
11096	2320
11097	2746
11098	2725
11099	2685
11100	2737
11101	2737
11102	2625
11103	2521
11104	2754
11106	2778
11107	2776
11108	2774
11109	2778
11110	2774
11111	2765
11112	2778
11113	2778
11114	2777
11115	2778
11116	2755
11117	2775
11118	2778
11119	2769
11120	2764
11121	2768
11122	2755
11123	2724
11124	2750
11125	2748
11128	2775
11129	2773
11130	2778
11131	2778
11132	2778
11133	2754
11134	2753
11135	2776
11136	2776
11137	2776
11138	2773
11139	2777
11140	2776
11141	2778
11142	2710
11143	2415
11144	2647
11145	2702
11146	2668
11147	2735
11148	2722
11149	2763
11150	2684
11151	2775
11152	2752
11153	2776
11154	2772
11155	2778
11156	2767
11157	2698
11158	2738
11159	2689
11160	2754
11165	2650
11166	2776
11167	2756
11168	2722
11171	2716
11172	2771
11173	2778
11174	2767
11175	2778
11176	2776
11177	2777
11178	2778
11179	2778
11180	2778
11181	2778
11182	2777
11183	2776
11184	2778
11185	2778
11186	2777
11187	2670
11188	317
11189	2649
11190	2034
11191	2545
11192	2747
11193	2159
11194	2287
11195	2325
11196	2677
11197	2764
11199	2105
11200	2777
11201	2499
11202	2647
11210	2413
11211	2533
11212	2770
11213	1
11218	2754
11219	2691
11222	2637
11223	1490
11224	1440
11225	1502
11226	1482
11227	1502
11229	1487
11230	1463
11231	2451
11232	1943
11233	2437
11234	2612
11236	2587
11237	2461
11238	2592
11239	2679
11240	2658
11241	2562
11242	2719
11243	2536
11244	2681
11245	2419
11246	2674
11247	2376
11248	2705
11249	2680
11250	2718
11251	2750
11252	2579
11253	2332
11254	2608
11255	2629
11256	2733
11257	2762
11258	2641
11259	2778
11260	2778
11261	2136
11262	2767
11263	2323
11264	2316
11266	2770
11267	2766
11268	2735
11269	2769
11270	2777
11271	2701
11272	2695
11274	2657
11275	2545
11281	2778
