id	cant
5184	2773
5185	2773
5186	2770
5187	2717
5188	2773
5189	1401
5190	2221
5191	2744
5192	2773
5193	2620
5194	2772
5195	2773
5196	2773
5197	2773
5198	2766
5199	2778
5200	2778
5201	2778
5202	2778
5203	1877
5204	2574
5205	2774
5206	2775
5207	2778
5208	2772
5209	2778
5210	2778
5212	2778
5213	2770
5214	2777
5215	2769
5216	2761
5217	2699
5218	2645
5219	2668
5220	2528
5221	2775
5222	2776
5223	2775
5224	2775
5227	2775
5228	2778
5229	2773
5230	2778
5231	2763
5232	2777
5233	2778
5234	2777
5235	2778
5236	2770
5237	2768
5238	2770
5239	2770
5240	2727
5241	2736
5242	2770
5243	2768
5244	2769
5245	1658
5246	90
5247	2773
5248	2758
5249	2769
5250	2769
5251	2768
5252	2768
5253	2769
5254	2764
5255	2770
5256	2768
5257	2710
5258	2597
5259	2769
5260	2608
5261	2765
5262	2769
5263	2768
5264	2739
5265	2721
5268	1256
5269	2770
5270	2689
5271	2770
5272	2770
5275	2752
5277	1867
5279	2773
5280	2596
5281	2773
5282	2773
5283	2771
5284	2762
5285	2773
5286	2773
5287	2770
5288	565
5289	2773
5290	2773
5291	2773
5292	2772
5293	2773
5294	2704
5295	2773
5296	2609
5297	2551
5298	2770
5299	3
5300	2759
5301	2773
5302	2773
5303	2716
5304	2770
5305	2770
5306	2773
5307	2773
5308	2772
5309	2541
5310	2769
5311	2750
5312	2773
5313	2632
5314	2773
5315	2760
5316	2773
5317	2748
5318	2585
5319	2773
5320	2704
5321	2773
5322	2762
5323	2773
5324	2770
5325	2773
5326	294
5327	875
5328	2763
5329	2726
5330	2764
5331	2525
5332	2752
5333	2769
5334	2764
5335	2728
5336	2773
5337	2773
5338	2410
5339	2772
5340	2731
5341	2693
5342	2739
5343	2769
5344	2734
5345	2770
5346	2725
5347	2773
5348	2772
5349	2771
5350	2772
5351	2773
5352	2773
5354	2773
5355	2773
5356	2746
5357	2757
5358	2698
5359	2733
5360	2767
5361	2729
5362	2776
5363	2773
5364	2775
5365	2750
5366	2757
5367	2679
5368	2769
5369	2766
5373	2721
5374	2732
5375	2750
5376	2764
5377	2717
5378	2549
5379	2710
5380	2723
5381	2769
5382	2729
5383	2743
5384	2720
5385	2763
5386	2767
5387	2643
5388	2753
5389	2699
5390	2744
5391	2769
5392	2738
5393	2769
5394	2768
5396	2769
5397	2769
5398	2769
5399	2769
5400	2753
5401	2769
5402	2769
5403	2616
5404	2713
5405	2711
5406	2700
5407	2475
5408	2370
5409	2676
5410	2620
5414	2584
5415	2726
5416	2674
5417	2686
5418	2665
5419	2681
5420	2522
5421	2610
5422	2776
5423	2778
5424	2778
5425	2778
5426	2777
5427	2778
5428	2778
5429	2778
5430	2486
5431	2777
5432	2778
5433	2778
5434	2740
5435	2669
5436	2655
5437	2729
5438	2071
5439	2770
5440	2778
5441	2777
5442	2762
5443	2728
5444	2767
5451	2772
5452	2754
5453	2752
5454	2757
5455	2756
5456	2764
5457	2766
5458	2770
5459	2766
5460	2769
5461	2769
5462	2758
5463	2751
5464	2773
5465	2778
5466	2762
5467	2767
5468	2778
5469	2778
5470	2774
5471	1
5472	2767
5473	2778
5474	2775
5475	2774
5476	2777
5477	2778
5478	2778
5479	2778
5480	2778
5481	2777
5482	2769
5483	2753
5484	2778
5485	2746
5486	2778
5487	2778
5488	2777
5489	2776
5490	2775
5491	2776
5492	2778
5493	2778
5494	2768
5495	2778
5496	2583
5497	2667
5498	2671
5499	2767
5500	2775
5502	2778
5503	2708
5504	2
5505	2467
5506	2530
5508	2775
5509	2777
5510	2770
5511	2778
5512	2759
5513	2577
5515	2775
5516	2778
5517	2778
5518	2778
5519	2778
5520	2778
5521	2778
5522	2776
5523	2772
5524	2778
5525	2777
5526	2774
5527	2773
5528	2778
5529	2741
5530	2776
5531	2763
5532	2777
5533	2775
5534	2776
5535	2778
5536	2778
5537	2777
5538	2776
5539	2765
5540	2778
5541	2778
5542	2778
5543	2777
5544	2775
5545	2778
5546	2776
5547	2778
5548	2742
5549	2778
5551	2777
5552	2776
5553	2771
5554	2777
5555	2775
5556	2772
5557	2774
5558	2764
5559	2736
5560	2777
5561	2660
5562	2769
5563	2772
5564	2746
5565	1908
5566	2776
5567	2775
5568	2778
5569	2778
5570	2759
5571	2778
5572	2778
5573	2778
5574	2778
5575	2778
5576	2778
5577	2770
5578	2775
5579	2724
5580	2778
5581	2776
5582	2774
5583	2777
5584	2778
5585	2777
5586	2750
5587	2778
5588	517
5589	2770
5590	2777
5591	2778
5592	2724
5593	2288
5594	2497
5595	2435
5596	2403
5597	2378
5598	2684
5599	2611
5600	2588
5601	2624
5602	2599
5603	2622
5604	2602
5605	2658
5606	2774
5607	2768
5608	2760
5609	2778
5610	2777
5611	2764
5612	2702
5613	2778
5614	2518
5615	2695
5616	2778
5617	2760
5618	2764
5619	2778
5621	2541
5622	2778
5623	2778
5624	2777
5625	2778
5626	2774
5627	2778
5628	2771
5629	2778
5630	2778
5631	2747
5632	2778
5633	2777
5634	2776
5635	2778
5636	2778
5637	2754
5638	2772
5639	2767
5640	2763
5641	2772
5642	2732
5643	2778
5644	2778
5645	2778
5646	2778
5647	2773
5648	2773
5649	2778
5650	2777
5651	2778
5652	2767
5653	2777
5654	2778
5655	2739
5656	2778
5657	2777
5658	2778
5659	2778
5660	2777
5661	2777
5662	2778
5663	2773
5664	2778
5665	2777
5666	2774
5667	2777
5668	2776
5669	2777
5670	2778
5671	2778
5672	2778
5673	2778
5674	2778
5675	2778
5676	2778
5677	2774
5678	2778
5679	2731
5680	2680
5681	2778
5682	2778
5683	2766
5684	2778
5685	2778
5686	2778
5687	2778
5688	2778
5689	2778
5690	2778
5691	2778
5692	2778
5693	2771
5694	2778
5695	2778
5696	2778
5697	2774
5698	2778
5699	2309
5700	2709
5701	2778
5702	2778
5703	2778
5705	2778
5706	2778
5707	2778
5708	2769
5709	2762
5710	2777
5711	2778
5712	2778
5713	2778
5714	2778
5715	2776
5716	2778
5717	2778
5718	2775
5719	3
5720	2769
5721	2765
5722	2749
5723	2698
5724	2776
5725	2778
5726	2746
5727	2778
5728	2778
5729	2775
5730	2778
5731	2770
5732	2774
5733	2777
5734	2773
5735	2773
5736	2763
5737	2767
5738	2778
5739	2778
5740	2778
5741	2778
5742	2759
5744	2735
5745	2637
5746	2631
5747	2729
5748	2673
5749	2656
5750	2628
5751	2099
5752	2637
5753	2573
5754	1491
5755	2689
5756	2717
5757	2626
5759	2092
5760	2435
5761	2778
5762	2778
5763	2765
5764	2778
5765	2778
5766	2778
5767	2778
5768	2768
5769	2778
5770	2768
5771	1990
5772	2778
5773	2778
5774	2770
5775	2774
5776	2778
5777	2778
5778	2771
5779	2775
5780	2639
5782	2600
5783	2776
5784	2758
5785	2765
5786	2778
5787	2775
5788	2778
5789	2778
5790	2775
5791	2778
5792	2777
5793	2770
5794	2770
5795	2778
5796	2778
5797	2695
5798	2778
5799	2778
5800	2778
5801	2778
5802	2778
5803	2778
5804	2778
5805	2776
5806	2778
5807	2776
5808	2778
5809	2748
5810	2778
5812	2778
5813	2746
5814	2770
5815	2016
5816	2775
5817	2772
5818	2769
5819	2770
5820	2776
5821	2771
5822	2767
5823	2778
5824	2778
5825	2778
5826	2775
5827	2753
5828	2745
5829	2778
5831	2777
5832	2773
5833	2778
5834	2680
5835	2621
5836	2721
5837	2776
5838	2778
5839	2778
5840	2778
5841	2778
5842	2778
5843	2429
5844	2775
5845	2778
5846	2734
5847	2777
5848	2746
5849	2778
5850	2766
5851	2778
5852	2777
5853	2774
5854	2772
5855	2770
5856	2769
5857	2776
5858	2778
5859	2778
5860	2763
5861	2775
5862	2774
5864	2778
5865	2778
5869	2776
5870	2766
5871	2768
5872	2765
5873	2773
5874	2773
5875	2763
5876	2773
5877	2773
5878	2699
5879	2771
5880	2767
5881	2761
5882	2764
5883	2769
5884	2709
5885	2727
5886	2752
5887	2755
5888	2626
5889	2754
5890	2727
5891	2770
5892	2768
5893	2773
5894	2772
5895	2770
5896	2772
5897	2770
5898	2756
5899	2771
5900	2773
