602	245995	-318407,97	317551,25	104,46	4905,15
511	245274	-318407,97	317805,84	-21,19	7080,91
513	249234	-318407,97	317805,84	-6,50	6980,64
514	247574	-318407,97	317805,84	-6,51	7050,20
516	249874	-318407,97	317805,84	-2,81	6991,13
517	262934	-318407,97	317805,84	-25,23	6839,90
548	253414	-318407,97	317805,84	-16,59	6914,06
555	252795	-318407,97	317805,84	4,13	6937,42
559	246315	-318407,97	317805,84	-16,38	7052,26
562	240972	-318407,97	317805,84	-0,11	7125,11
564	250415	-318407,97	317805,84	-6,15	6993,32
567	243175	-318407,97	317805,84	-16,90	7096,70
587	247055	-318407,97	317805,84	5,59	7040,18
591	250735	-318407,97	317805,84	-5,19	6968,96
594	247855	-318407,97	317805,84	-8,66	7026,78
596	246635	-318407,97	317805,84	6,36	7025,68
599	253235	-318407,97	317805,84	32,89	6953,92
604	248755	-318407,97	317805,84	6,48	6998,72
613	116692	-318407,97	317805,84	0,27	10117,19
521	255390	-318407,97	317834,66	94,89	8421,12
553	262354	-318407,97	317946,91	1,00	6789,01
515	249934	-318407,97	318045,13	-14,89	6992,23
623	269035	-318407,97	318067,88	-19,65	6722,37
614	250895	-318407,97	318106,75	122,96	4855,69
520	251934	-318407,97	318108,47	-60,68	5960,29
529	256814	-318407,97	318108,47	-50,75	5912,26
534	246634	-318407,97	318108,47	-60,12	6032,35
550	229092	-318407,97	318108,47	-68,55	6255,73
595	247555	-318407,97	318108,47	-43,79	6018,04
619	254895	-318407,97	318108,47	-39,22	5932,37
560	241898	-318407,97	318262,22	22,28	9935,34
508	244934	-318407,97	318301,09	-6,69	7012,72
586	232147	-318407,97	318301,09	59,58	8003,89
589	246975	-318407,97	318301,09	-15,28	7023,27
565	249375	-318407,97	318313,13	-12,30	7008,42
570	249806	-318407,97	318318,72	83,83	10361,99
507	250734	-318407,97	318329,97	-9,52	6911,00
526	251274	-318407,97	318339,06	-14,39	6994,74
541	250634	-318407,97	318398,28	-58,82	5981,85
533	245854	-318407,94	318400,69	-20,89	5188,28
509	253454	-318407,97	318400,72	-18,16	5137,34
510	263834	-318407,97	318400,72	-9,18	5032,11
512	262994	-318407,97	318400,72	-10,52	5122,75
518	262810	-318407,97	318400,72	94,97	6994,77
519	268274	-318407,97	318400,72	-30,95	5072,14
522	215744	-318407,97	318400,72	-9,87	5632,62
523	251194	-318407,97	318400,72	-10,82	5247,38
524	252014	-318407,97	318400,72	-2,44	5233,24
525	246934	-318407,97	318400,72	-1,91	5285,13
528	246874	-318407,97	318400,72	0,52	5282,62
532	248154	-318407,97	318400,72	-17,76	5274,26
536	226750	-318407,97	318400,72	-12,68	5509,82
537	248014	-318407,97	318400,72	-16,67	5271,22
538	252597	-318407,97	318400,72	432,09	12175,47
542	251734	-318407,97	318400,72	-26,35	5231,99
545	248414	-318407,97	318400,72	-13,76	5267,17
547	248631	-318407,97	318400,72	94,37	7182,82
551	244434	-318407,97	318400,72	1,72	5289,27
552	259974	-318407,97	318400,72	0,72	5148,77
558	225470	-318407,97	318400,72	-1,53	5497,63
561	250391	-318407,97	318400,72	3,46	8751,64
563	239545	-318407,97	318400,72	-34,46	8137,45
566	250730	-318407,97	318400,72	110,43	7136,45
569	250611	-318407,97	318400,72	100,38	7143,55
573	239226	-318407,97	318400,72	352,55	10080,51
574	250806	-318407,97	318400,72	123,17	8781,63
575	248695	-318407,97	318400,72	7,39	5266,50
577	268702	-318407,97	318400,72	70,72	11186,48
578	250911	-318407,97	318400,72	127,92	7143,10
581	266750	-318407,97	318400,72	11,91	8403,90
584	246735	-318407,97	318400,72	-16,11	5283,23
588	289886	-318407,97	318400,72	99,76	6631,71
600	255446	-318407,97	318400,72	104,69	8782,38
606	247710	-318407,97	318400,72	-3,76	7442,89
527	245144	-318407,97	318405,38	-7,70	7497,26
539	169001	-318407,97	318407,63	-67,02	9585,90
546	243214	-318407,97	318407,94	-22,76	7110,95
549	244014	-318407,97	318407,94	-19,07	7077,93
