58
0	0	3
1	0	4
2	0	5
3	1	2
4	1	6
5	2	0
6	2	1
7	2	2
8	2	3
9	2	4
10	2	5
11	2	6
12	2	7
13	2	8
14	3	0
15	3	1
16	3	2
17	3	3
18	3	4
19	3	5
20	3	6
21	3	7
22	3	8
23	4	0
24	4	1
25	4	2
26	4	3
27	4	4
28	4	5
29	4	6
30	4	7
31	4	8
33	5	0
34	5	1
35	5	2
36	5	3
37	5	4
38	5	5
39	5	6
40	5	7
41	5	8
43	6	0
44	6	1
45	6	2
46	6	3
47	6	4
48	6	5
49	6	6
50	6	7
51	6	8
52	7	0
54	7	2	
55	7	4
56	7	6
58	7	8
60	8	3
61	8	4
62	8	5
